median_income,house_value
1.437500000000000000e+00,1.687999999999999945e+00
7.526000000000000467e-01,1.625000000000000000e+00
2.582100000000000062e+00,1.250000000000000000e+00
3.358000000000000096e+00,7.750000000000000222e-01
9.195999999999999730e-01,1.375000000000000000e+00
1.245000000000000107e+00,1.375000000000000000e+00
1.430099999999999927e+00,1.417000000000000037e+00
1.625000000000000000e+00,1.875000000000000000e+00
1.756799999999999917e+00,9.379999999999999449e-01
1.220900000000000096e+00,8.790000000000000036e-01
2.169099999999999806e+00,1.500000000000000000e+00
1.903399999999999981e+00,1.239000000000000101e+00
1.851199999999999957e+00,1.141000000000000014e+00
3.021700000000000053e+00,2.000000000000000000e+00
1.204099999999999948e+00,1.681000000000000050e+00
1.587199999999999944e+00,1.574999999999999956e+00
3.296300000000000008e+00,2.361000000000000210e+00
4.629999999999999893e+00,2.338000000000000078e+00
2.919099999999999806e+00,1.118000000000000105e+00
3.158300000000000107e+00,1.399999999999999911e+00
3.238599999999999923e+00,2.132000000000000117e+00
3.148400000000000087e+00,1.588999999999999968e+00
2.054899999999999949e+00,1.566999999999999948e+00
3.182700000000000085e+00,1.316999999999999948e+00
3.716699999999999893e+00,1.318999999999999950e+00
2.854200000000000070e+00,1.393999999999999906e+00
2.541700000000000070e+00,1.258999999999999897e+00
3.093799999999999883e+00,1.377999999999999892e+00
5.116900000000000226e+00,2.325000000000000178e+00
4.041699999999999626e+00,1.737999999999999989e+00
2.641700000000000159e+00,9.889999999999999902e-01
2.733299999999999841e+00,1.000999999999999890e+00
1.488899999999999890e+00,7.760000000000000231e-01
3.334799999999999986e+00,1.227999999999999980e+00
2.625000000000000000e+00,1.211999999999999966e+00
2.982099999999999973e+00,9.699999999999999734e-01
3.125000000000000000e+00,8.559999999999999831e-01
2.212499999999999911e+00,1.040000000000000036e+00
1.761600000000000055e+00,8.409999999999999698e-01
1.223500000000000032e+00,6.850000000000000533e-01
1.145799999999999930e+00,6.540000000000000258e-01
1.891100000000000003e+00,8.589999999999999858e-01
2.022100000000000009e+00,9.579999999999999627e-01
1.732799999999999896e+00,8.810000000000000053e-01
2.008900000000000130e+00,1.135999999999999899e+00
2.731599999999999806e+00,1.346999999999999975e+00
1.780000000000000027e+00,1.143000000000000016e+00
1.281300000000000106e+00,8.750000000000000000e-01
1.901299999999999990e+00,8.689999999999999947e-01
1.715500000000000025e+00,1.088000000000000078e+00
1.471200000000000063e+00,9.459999999999999520e-01
2.171899999999999942e+00,8.750000000000000000e-01
2.203100000000000058e+00,9.379999999999999449e-01
1.011400000000000077e+00,8.000000000000000444e-01
1.127999999999999892e+00,1.231000000000000094e+00
1.064899999999999958e+00,1.375000000000000000e+00
2.841699999999999893e+00,1.379000000000000004e+00
2.788499999999999979e+00,1.372000000000000108e+00
3.003299999999999859e+00,1.034999999999999920e+00
3.384399999999999853e+00,1.510999999999999899e+00
5.640200000000000102e+00,2.097999999999999865e+00
3.672899999999999832e+00,1.377999999999999892e+00
2.563899999999999846e+00,1.229999999999999982e+00
8.337999999999999190e+00,4.057999999999999829e+00
5.035899999999999821e+00,2.241000000000000103e+00
5.236200000000000188e+00,2.367999999999999883e+00
3.734399999999999942e+00,1.798000000000000043e+00
7.103500000000000369e+00,2.286999999999999922e+00
4.392900000000000027e+00,1.625000000000000000e+00
2.083299999999999930e+00,9.429999999999999494e-01
4.146700000000000053e+00,1.750000000000000000e+00
4.860299999999999621e+00,1.919000000000000039e+00
2.854200000000000070e+00,1.250000000000000000e+00
9.948000000000000176e-01,6.540000000000000258e-01
1.020799999999999930e+00,5.580000000000000515e-01
1.267900000000000027e+00,5.669999999999999485e-01
1.185999999999999943e+00,6.700000000000000400e-01
2.024199999999999999e+00,9.459999999999999520e-01
2.778700000000000170e+00,5.600000000000000533e-01
1.470199999999999951e+00,5.829999999999999627e-01
1.833299999999999930e+00,5.819999999999999618e-01
2.007400000000000073e+00,5.699999999999999512e-01
3.052099999999999813e+00,1.080000000000000071e+00
2.976900000000000102e+00,9.270000000000000462e-01
3.149999999999999911e+00,1.014999999999999902e+00
2.569399999999999906e+00,9.240000000000000435e-01
1.948499999999999899e+00,8.659999999999999920e-01
2.398000000000000131e+00,8.760000000000000009e-01
2.924999999999999822e+00,9.429999999999999494e-01
2.461800000000000210e+00,1.012999999999999901e+00
3.240400000000000169e+00,9.360000000000000542e-01
2.538899999999999935e+00,7.570000000000000062e-01
3.194399999999999906e+00,7.900000000000000355e-01
2.973700000000000010e+00,7.209999999999999742e-01
2.829800000000000093e+00,7.119999999999999662e-01
3.408300000000000107e+00,7.179999999999999716e-01
3.120800000000000018e+00,8.269999999999999574e-01
3.166700000000000070e+00,8.189999999999999503e-01
2.327199999999999935e+00,8.060000000000000497e-01
1.868900000000000006e+00,6.680000000000000382e-01
1.942299999999999915e+00,8.780000000000000027e-01
2.557399999999999896e+00,7.259999999999999787e-01
2.589799999999999880e+00,7.209999999999999742e-01
1.392700000000000049e+00,7.830000000000000293e-01
2.769699999999999829e+00,7.660000000000000142e-01
4.692300000000000360e+00,1.919999999999999929e+00
3.523099999999999898e+00,1.143000000000000016e+00
4.250000000000000000e+00,1.919000000000000039e+00
5.313500000000000334e+00,2.165999999999999925e+00
2.257400000000000073e+00,5.909999999999999698e-01
5.520800000000000374e+00,1.713000000000000078e+00
6.611200000000000188e+00,2.516000000000000014e+00
4.097199999999999953e+00,1.814000000000000057e+00
2.348700000000000010e+00,1.016000000000000014e+00
3.125000000000000000e+00,1.306000000000000050e+00
1.693200000000000038e+00,7.840000000000000302e-01
2.354200000000000070e+00,1.038999999999999924e+00
2.991099999999999870e+00,9.639999999999999680e-01
3.101399999999999935e+00,9.679999999999999716e-01
3.390600000000000058e+00,1.241999999999999993e+00
2.197499999999999787e+00,7.349999999999999867e-01
1.983700000000000019e+00,6.229999999999999982e-01
1.413799999999999946e+00,5.250000000000000222e-01
1.462499999999999911e+00,5.440000000000000391e-01
1.364600000000000035e+00,6.540000000000000258e-01
2.921899999999999942e+00,1.528999999999999915e+00
3.318999999999999950e+00,8.449999999999999734e-01
3.031299999999999883e+00,8.790000000000000036e-01
3.741400000000000059e+00,9.849999999999999867e-01
3.176800000000000068e+00,7.950000000000000400e-01
3.979200000000000070e+00,1.647999999999999909e+00
4.288499999999999979e+00,1.602999999999999980e+00
3.573700000000000099e+00,1.711999999999999966e+00
3.096299999999999830e+00,1.568999999999999950e+00
4.099999999999999645e+00,1.582999999999999963e+00
5.037099999999999689e+00,1.802000000000000046e+00
6.525299999999999656e+00,2.168000000000000149e+00
5.762100000000000222e+00,2.045999999999999819e+00
4.207499999999999574e+00,1.836000000000000076e+00
4.221599999999999575e+00,2.178999999999999826e+00
6.466700000000000337e+00,2.168000000000000149e+00
3.160699999999999843e+00,1.788999999999999924e+00
4.849700000000000344e+00,1.844000000000000083e+00
4.881099999999999994e+00,2.121999999999999886e+00
3.619600000000000151e+00,1.528000000000000025e+00
5.144199999999999662e+00,1.745000000000000107e+00
3.158300000000000107e+00,9.579999999999999627e-01
2.592600000000000016e+00,7.229999999999999760e-01
1.367899999999999894e+00,7.029999999999999583e-01
2.661300000000000221e+00,7.770000000000000240e-01
2.736800000000000122e+00,7.820000000000000284e-01
3.368900000000000006e+00,8.339999999999999636e-01
1.590799999999999992e+00,7.860000000000000320e-01
2.734999999999999876e+00,7.459999999999999964e-01
2.323300000000000143e+00,7.880000000000000338e-01
2.638199999999999878e+00,7.620000000000000107e-01
2.349600000000000133e+00,6.800000000000000488e-01
3.270199999999999996e+00,6.730000000000000426e-01
1.789099999999999913e+00,6.049999999999999822e-01
1.771400000000000086e+00,6.989999999999999547e-01
2.167899999999999938e+00,7.540000000000000036e-01
2.474099999999999966e+00,8.699999999999999956e-01
1.769200000000000106e+00,6.390000000000000124e-01
1.800699999999999967e+00,6.540000000000000258e-01
1.529199999999999893e+00,5.570000000000000506e-01
1.257500000000000062e+00,6.680000000000000382e-01
1.573499999999999899e+00,1.100000000000000089e+00
2.710100000000000176e+00,9.949999999999999956e-01
1.718800000000000106e+00,1.375000000000000000e+00
3.625000000000000000e+00,8.000000000000000444e-01
1.820500000000000007e+00,6.039999999999999813e-01
1.652099999999999902e+00,6.969999999999999529e-01
2.224499999999999922e+00,7.590000000000000080e-01
2.628800000000000026e+00,7.119999999999999662e-01
2.559200000000000141e+00,7.029999999999999583e-01
2.173599999999999977e+00,7.209999999999999742e-01
1.679999999999999938e+00,8.409999999999999698e-01
2.709999999999999964e+00,6.560000000000000275e-01
2.213999999999999968e+00,8.239999999999999547e-01
4.088000000000000078e+00,9.679999999999999716e-01
1.400700000000000056e+00,9.749999999999999778e-01
2.813899999999999846e+00,9.040000000000000258e-01
3.024999999999999911e+00,8.790000000000000036e-01
2.575000000000000178e+00,1.078999999999999959e+00
3.532300000000000217e+00,1.098000000000000087e+00
3.387799999999999923e+00,1.092999999999999972e+00
2.957100000000000062e+00,1.030999999999999917e+00
3.062500000000000000e+00,9.050000000000000266e-01
2.726199999999999957e+00,1.098000000000000087e+00
3.540200000000000014e+00,9.869999999999999885e-01
3.522699999999999942e+00,9.310000000000000497e-01
3.362999999999999989e+00,1.030000000000000027e+00
1.965700000000000003e+00,1.159999999999999920e+00
3.596799999999999997e+00,1.062999999999999945e+00
2.964700000000000113e+00,1.088999999999999968e+00
2.006200000000000205e+00,9.200000000000000400e-01
1.357099999999999973e+00,5.500000000000000444e-01
4.364399999999999835e+00,1.374000000000000110e+00
4.328800000000000203e+00,1.336999999999999966e+00
4.694399999999999906e+00,1.308999999999999941e+00
3.527800000000000047e+00,1.262000000000000011e+00
1.904400000000000093e+00,1.542999999999999927e+00
5.000000000000000000e+00,1.425000000000000044e+00
1.916700000000000070e+00,1.562999999999999945e+00
2.924999999999999822e+00,1.423999999999999932e+00
9.274000000000000021e-01,6.750000000000000444e-01
9.203999999999999959e-01,8.209999999999999520e-01
1.725000000000000089e+00,6.750000000000000444e-01
2.823100000000000165e+00,1.375000000000000000e+00
5.138499999999999623e+00,1.794999999999999929e+00
5.244900000000000340e+00,3.870000000000000107e+00
8.401600000000000179e+00,3.387000000000000011e+00
5.841599999999999682e+00,2.975999999999999979e+00
3.244299999999999962e+00,1.907000000000000028e+00
7.142999999999999794e+00,3.278000000000000025e+00
1.745100000000000096e+00,8.960000000000000187e-01
2.245200000000000085e+00,1.028000000000000025e+00
3.867199999999999971e+00,1.114000000000000101e+00
2.169399999999999995e+00,9.569999999999999618e-01
2.644200000000000106e+00,5.500000000000000444e-01
3.478400000000000158e+00,1.054999999999999938e+00
2.047099999999999920e+00,1.042000000000000037e+00
2.648499999999999854e+00,1.145000000000000018e+00
2.524500000000000188e+00,9.909999999999999920e-01
3.088999999999999968e+00,1.413999999999999924e+00
2.955900000000000194e+00,1.366000000000000103e+00
2.523800000000000043e+00,1.187999999999999945e+00
4.148799999999999599e+00,1.364000000000000101e+00
3.015600000000000058e+00,1.030000000000000027e+00
2.226399999999999935e+00,1.080999999999999961e+00
2.799999999999999822e+00,1.135999999999999899e+00
2.536300000000000221e+00,1.245999999999999996e+00
2.043200000000000127e+00,1.568000000000000060e+00
3.259599999999999831e+00,9.869999999999999885e-01
2.846200000000000063e+00,9.340000000000000524e-01
6.340600000000000236e+00,4.482999999999999652e+00
3.787999999999999812e+00,1.368000000000000105e+00
5.833599999999999675e+00,2.833000000000000185e+00
6.846899999999999764e+00,4.464000000000000412e+00
3.605300000000000171e+00,1.485999999999999988e+00
3.517900000000000027e+00,2.077999999999999847e+00
7.334299999999999820e+00,2.803999999999999826e+00
5.049699999999999633e+00,1.917000000000000037e+00
4.531299999999999883e+00,1.893999999999999906e+00
4.775000000000000355e+00,1.941000000000000059e+00
2.778799999999999937e+00,1.157000000000000028e+00
5.099700000000000344e+00,1.701000000000000068e+00
4.464299999999999713e+00,1.330000000000000071e+00
3.875000000000000000e+00,1.336000000000000076e+00
5.049199999999999910e+00,1.441000000000000059e+00
5.324300000000000033e+00,2.657000000000000028e+00
5.050799999999999734e+00,2.257000000000000117e+00
8.469900000000000873e+00,3.439999999999999947e+00
8.657199999999999562e+00,3.201999999999999957e+00
7.803099999999999703e+00,2.672000000000000153e+00
5.917399999999999771e+00,2.258999999999999897e+00
8.050000000000000711e+00,3.799999999999999822e+00
5.563200000000000145e+00,1.752000000000000002e+00
4.875000000000000000e+00,1.463999999999999968e+00
3.429899999999999949e+00,1.639999999999999902e+00
2.551099999999999923e+00,1.340999999999999970e+00
3.888199999999999878e+00,1.594999999999999973e+00
3.057999999999999829e+00,1.330000000000000071e+00
4.728299999999999947e+00,1.645000000000000018e+00
4.611100000000000421e+00,1.393000000000000016e+00
2.147200000000000220e+00,1.433999999999999941e+00
2.662300000000000111e+00,1.207000000000000073e+00
4.819399999999999906e+00,1.411000000000000032e+00
4.612700000000000244e+00,1.518000000000000016e+00
1.667799999999999949e+00,1.661000000000000032e+00
2.200000000000000178e+00,1.165000000000000036e+00
3.562500000000000000e+00,1.153000000000000025e+00
3.013900000000000023e+00,1.155999999999999917e+00
3.756899999999999906e+00,1.270999999999999908e+00
3.083299999999999930e+00,1.141000000000000014e+00
3.008599999999999941e+00,1.268999999999999906e+00
2.781299999999999883e+00,1.189000000000000057e+00
3.806799999999999962e+00,1.504000000000000004e+00
2.463200000000000056e+00,1.568999999999999950e+00
2.284400000000000208e+00,1.705000000000000071e+00
1.817600000000000104e+00,1.608999999999999986e+00
2.516999999999999904e+00,1.304000000000000048e+00
1.857099999999999973e+00,9.869999999999999885e-01
2.229200000000000070e+00,1.131999999999999895e+00
1.990799999999999903e+00,1.187999999999999945e+00
2.516199999999999992e+00,9.749999999999999778e-01
2.078599999999999781e+00,8.860000000000000098e-01
2.177599999999999980e+00,8.439999999999999725e-01
1.369599999999999929e+00,6.520000000000000240e-01
2.022400000000000198e+00,6.490000000000000213e-01
2.605500000000000149e+00,7.800000000000000266e-01
1.664099999999999913e+00,6.700000000000000400e-01
1.941200000000000037e+00,7.309999999999999831e-01
2.063899999999999846e+00,7.299999999999999822e-01
1.879199999999999982e+00,6.330000000000000071e-01
2.321400000000000130e+00,6.680000000000000382e-01
1.916700000000000070e+00,6.440000000000000169e-01
1.861099999999999977e+00,6.049999999999999822e-01
1.603299999999999947e+00,5.849999999999999645e-01
2.097999999999999865e+00,4.979999999999999982e-01
3.169599999999999973e+00,7.740000000000000213e-01
2.041700000000000070e+00,6.590000000000000302e-01
1.125000000000000000e+00,7.049999999999999600e-01
1.039800000000000058e+00,6.209999999999999964e-01
3.829499999999999904e+00,1.221999999999999975e+00
1.330200000000000049e+00,6.219999999999999973e-01
1.346200000000000063e+00,5.590000000000000524e-01
1.634300000000000086e+00,7.099999999999999645e-01
1.910700000000000065e+00,6.470000000000000195e-01
1.438700000000000090e+00,6.099999999999999867e-01
2.636899999999999800e+00,1.100000000000000089e+00
3.203899999999999970e+00,1.034000000000000030e+00
3.812500000000000000e+00,9.260000000000000453e-01
1.866999999999999993e+00,6.059999999999999831e-01
1.660700000000000065e+00,6.700000000000000400e-01
1.560000000000000053e+00,6.760000000000000453e-01
1.439699999999999980e+00,5.170000000000000151e-01
2.564299999999999802e+00,5.979999999999999760e-01
1.486099999999999977e+00,6.310000000000000053e-01
1.042399999999999993e+00,8.139999999999999458e-01
2.420500000000000096e+00,6.089999999999999858e-01
1.987100000000000088e+00,6.089999999999999858e-01
1.046699999999999964e+00,7.009999999999999565e-01
4.662499999999999645e+00,1.588999999999999968e+00
1.068500000000000005e+00,6.999999999999999556e-01
1.291700000000000070e+00,6.630000000000000338e-01
1.968800000000000106e+00,1.356000000000000094e+00
9.378999999999999559e-01,6.750000000000000444e-01
2.188899999999999846e+00,6.929999999999999494e-01
1.656300000000000106e+00,6.580000000000000293e-01
1.633099999999999996e+00,6.750000000000000444e-01
3.961500000000000021e+00,3.313000000000000167e+00
3.678799999999999848e+00,1.788000000000000034e+00
3.744899999999999896e+00,1.292999999999999927e+00
3.718799999999999883e+00,1.344999999999999973e+00
2.674500000000000099e+00,2.250000000000000000e+00
3.194399999999999906e+00,1.169999999999999929e+00
3.914299999999999891e+00,1.296999999999999931e+00
3.429100000000000037e+00,1.052999999999999936e+00
3.827199999999999935e+00,9.659999999999999698e-01
2.343799999999999883e+00,8.940000000000000169e-01
2.102899999999999991e+00,1.086000000000000076e+00
8.037900000000000489e+00,3.833000000000000185e+00
3.090300000000000047e+00,9.190000000000000391e-01
4.739600000000000257e+00,1.354999999999999982e+00
4.022700000000000387e+00,9.979999999999999982e-01
3.512900000000000134e+00,1.012000000000000011e+00
4.062500000000000000e+00,9.619999999999999662e-01
3.985300000000000065e+00,9.040000000000000258e-01
3.861099999999999977e+00,9.389999999999999458e-01
2.500000000000000000e+00,9.619999999999999662e-01
2.062500000000000000e+00,9.439999999999999503e-01
3.725000000000000089e+00,1.122000000000000108e+00
3.642900000000000027e+00,1.052000000000000046e+00
3.194199999999999928e+00,9.489999999999999547e-01
2.224299999999999944e+00,8.920000000000000151e-01
2.833299999999999930e+00,1.030000000000000027e+00
5.015500000000000291e+00,9.729999999999999760e-01
3.312500000000000000e+00,9.679999999999999716e-01
3.625000000000000000e+00,9.130000000000000338e-01
2.717900000000000205e+00,8.110000000000000542e-01
3.991400000000000059e+00,1.205000000000000071e+00
2.506200000000000205e+00,1.125000000000000000e+00
3.083299999999999930e+00,8.699999999999999956e-01
3.307399999999999896e+00,8.419999999999999707e-01
4.067300000000000360e+00,8.419999999999999707e-01
3.178599999999999870e+00,8.339999999999999636e-01
3.236099999999999977e+00,8.399999999999999689e-01
2.671300000000000008e+00,8.439999999999999725e-01
4.090900000000000425e+00,1.082999999999999963e+00
2.700899999999999856e+00,8.020000000000000462e-01
3.542899999999999938e+00,8.820000000000000062e-01
2.554199999999999804e+00,7.289999999999999813e-01
2.484399999999999942e+00,7.700000000000000178e-01
1.759600000000000053e+00,9.379999999999999449e-01
2.272299999999999986e+00,7.880000000000000338e-01
2.555000000000000160e+00,7.269999999999999796e-01
2.395799999999999930e+00,7.840000000000000302e-01
2.278799999999999937e+00,7.339999999999999858e-01
9.337999999999999634e-01,1.125000000000000000e+00
3.648400000000000087e+00,9.499999999999999556e-01
2.240200000000000191e+00,8.950000000000000178e-01
3.865000000000000213e+00,8.840000000000000080e-01
3.491099999999999870e+00,8.820000000000000062e-01
3.785699999999999843e+00,1.127000000000000002e+00
3.703100000000000058e+00,1.143000000000000016e+00
4.311799999999999855e+00,1.199999999999999956e+00
3.540299999999999780e+00,9.859999999999999876e-01
4.543199999999999683e+00,1.512999999999999901e+00
3.931799999999999962e+00,1.330000000000000071e+00
3.835500000000000131e+00,1.070000000000000062e+00
3.698900000000000077e+00,9.330000000000000515e-01
3.580200000000000049e+00,1.296000000000000041e+00
2.368300000000000072e+00,8.249999999999999556e-01
2.233900000000000219e+00,1.165999999999999925e+00
2.384399999999999853e+00,8.599999999999999867e-01
2.795500000000000096e+00,9.649999999999999689e-01
2.457399999999999807e+00,1.032999999999999918e+00
1.897199999999999998e+00,1.004999999999999893e+00
3.185799999999999965e+00,1.094999999999999973e+00
3.693700000000000205e+00,9.929999999999999938e-01
4.274300000000000210e+00,1.239999999999999991e+00
4.035199999999999676e+00,1.185000000000000053e+00
3.041700000000000070e+00,1.207000000000000073e+00
1.980499999999999927e+00,9.290000000000000480e-01
2.701099999999999834e+00,1.306999999999999940e+00
2.809200000000000141e+00,1.375000000000000000e+00
2.119000000000000217e+00,1.330999999999999961e+00
2.555600000000000094e+00,1.056999999999999940e+00
3.695300000000000029e+00,1.161000000000000032e+00
3.678599999999999870e+00,1.596999999999999975e+00
3.224299999999999944e+00,1.078999999999999959e+00
2.779700000000000060e+00,1.054999999999999938e+00
2.626599999999999824e+00,1.985000000000000098e+00
4.599999999999999645e+00,1.989999999999999991e+00
2.810599999999999987e+00,1.832000000000000073e+00
3.806799999999999962e+00,1.610000000000000098e+00
2.434200000000000141e+00,1.195000000000000062e+00
3.756200000000000205e+00,1.397000000000000020e+00
4.003599999999999604e+00,1.616999999999999993e+00
2.718100000000000183e+00,1.568000000000000060e+00
2.257400000000000073e+00,1.358000000000000096e+00
2.453699999999999992e+00,1.530000000000000027e+00
2.602300000000000058e+00,1.421999999999999931e+00
2.092600000000000016e+00,1.661000000000000032e+00
2.707899999999999974e+00,1.479999999999999982e+00
3.906299999999999883e+00,1.620999999999999996e+00
6.281699999999999839e+00,2.882000000000000117e+00
3.318200000000000038e+00,2.129999999999999893e+00
3.097199999999999953e+00,1.500000000000000000e+00
3.034800000000000164e+00,1.504999999999999893e+00
6.243999999999999773e+00,2.399999999999999911e+00
3.086399999999999810e+00,1.778999999999999915e+00
2.689700000000000202e+00,1.483000000000000096e+00
2.774000000000000021e+00,1.901999999999999913e+00
6.623800000000000132e+00,3.266999999999999904e+00
4.083300000000000374e+00,1.600000000000000089e+00
4.630200000000000315e+00,1.953999999999999959e+00
3.652299999999999880e+00,1.584999999999999964e+00
5.208099999999999952e+00,1.364000000000000101e+00
4.738100000000000200e+00,1.405000000000000027e+00
5.078000000000000291e+00,1.633999999999999897e+00
3.950000000000000178e+00,1.435999999999999943e+00
3.095200000000000173e+00,1.576999999999999957e+00
5.500000000000000000e+00,1.657000000000000028e+00
3.712000000000000188e+00,1.389999999999999902e+00
4.218799999999999883e+00,1.391999999999999904e+00
4.527800000000000047e+00,1.443000000000000060e+00
3.585199999999999942e+00,1.215999999999999970e+00
5.488900000000000112e+00,2.322999999999999954e+00
5.652899999999999814e+00,1.959999999999999964e+00
5.259000000000000341e+00,2.494000000000000217e+00
4.643699999999999939e+00,2.129000000000000004e+00
4.808799999999999741e+00,1.695000000000000062e+00
6.208199999999999719e+00,2.503000000000000114e+00
3.786900000000000155e+00,2.161000000000000032e+00
5.019999999999999574e+00,1.695999999999999952e+00
6.118299999999999628e+00,2.216000000000000192e+00
6.187199999999999811e+00,1.887000000000000011e+00
4.138200000000000323e+00,1.897999999999999909e+00
5.686399999999999899e+00,2.587000000000000188e+00
4.648399999999999643e+00,2.705999999999999961e+00
2.901600000000000179e+00,1.598000000000000087e+00
4.309800000000000075e+00,2.134999999999999787e+00
4.837500000000000355e+00,2.173999999999999932e+00
5.294900000000000162e+00,1.733000000000000096e+00
3.881600000000000161e+00,1.473000000000000087e+00
4.866100000000000314e+00,1.862000000000000099e+00
1.022639999999999993e+01,3.500000000000000000e+00
3.629799999999999915e+00,2.420999999999999819e+00
2.897299999999999986e+00,1.171000000000000041e+00
3.021199999999999886e+00,1.129000000000000004e+00
3.575000000000000178e+00,1.135000000000000009e+00
3.781299999999999883e+00,1.431999999999999940e+00
2.601599999999999913e+00,1.211999999999999966e+00
3.234999999999999876e+00,1.247000000000000108e+00
4.073900000000000077e+00,1.153999999999999915e+00
3.877600000000000158e+00,1.245000000000000107e+00
1.909299999999999997e+00,1.429000000000000048e+00
2.822599999999999998e+00,9.989999999999999991e-01
3.576900000000000190e+00,1.038000000000000034e+00
2.281299999999999883e+00,1.318999999999999950e+00
3.950600000000000112e+00,1.221999999999999975e+00
4.524499999999999744e+00,1.274999999999999911e+00
4.383600000000000385e+00,1.020000000000000018e+00
4.364300000000000068e+00,1.249000000000000110e+00
3.244400000000000173e+00,1.183999999999999941e+00
3.070300000000000029e+00,1.260000000000000009e+00
2.786799999999999944e+00,1.177999999999999936e+00
4.692300000000000360e+00,1.227000000000000091e+00
3.589300000000000157e+00,1.463999999999999968e+00
2.842600000000000016e+00,1.306000000000000050e+00
3.138199999999999878e+00,9.160000000000000364e-01
4.156299999999999883e+00,1.356999999999999984e+00
1.961999999999999966e+00,1.302000000000000046e+00
2.590899999999999981e+00,1.254000000000000004e+00
4.822400000000000020e+00,1.155000000000000027e+00
4.041699999999999626e+00,1.145000000000000018e+00
3.544399999999999995e+00,1.324999999999999956e+00
3.699500000000000011e+00,1.348999999999999977e+00
2.100900000000000212e+00,8.249999999999999556e-01
3.860300000000000065e+00,1.342999999999999972e+00
3.073300000000000143e+00,1.197999999999999954e+00
5.281699999999999839e+00,1.405999999999999917e+00
4.852299999999999613e+00,1.429999999999999938e+00
3.318799999999999972e+00,1.171000000000000041e+00
4.203700000000000436e+00,1.254000000000000004e+00
4.648799999999999599e+00,1.453000000000000069e+00
4.448900000000000077e+00,1.455999999999999961e+00
2.747700000000000031e+00,1.330000000000000071e+00
5.713300000000000267e+00,1.667999999999999927e+00
4.246400000000000396e+00,1.443999999999999950e+00
5.258600000000000385e+00,1.370000000000000107e+00
4.556199999999999584e+00,1.344999999999999973e+00
4.160700000000000287e+00,1.127999999999999892e+00
3.742599999999999927e+00,1.354999999999999982e+00
4.968799999999999883e+00,1.356000000000000094e+00
5.205099999999999838e+00,1.673999999999999932e+00
6.194300000000000139e+00,2.761000000000000121e+00
4.226200000000000401e+00,2.443000000000000060e+00
4.227299999999999613e+00,1.417999999999999927e+00
2.519899999999999807e+00,1.489999999999999991e+00
4.078100000000000058e+00,1.243000000000000105e+00
2.738799999999999901e+00,1.116000000000000103e+00
3.890600000000000058e+00,1.286999999999999922e+00
3.750000000000000000e+00,1.473000000000000087e+00
5.479700000000000237e+00,1.600000000000000089e+00
4.362499999999999822e+00,1.588000000000000078e+00
1.858899999999999997e+00,1.439999999999999947e+00
3.651600000000000179e+00,1.304999999999999938e+00
5.217699999999999783e+00,1.627000000000000002e+00
4.460899999999999643e+00,1.429000000000000048e+00
4.300900000000000389e+00,1.433999999999999941e+00
4.382600000000000051e+00,1.465999999999999970e+00
5.690199999999999925e+00,2.431999999999999940e+00
3.232099999999999973e+00,3.907999999999999918e+00
6.352800000000000225e+00,2.745000000000000107e+00
4.321399999999999686e+00,1.316999999999999948e+00
2.717400000000000038e+00,1.375000000000000000e+00
3.450600000000000112e+00,1.389999999999999902e+00
4.469500000000000028e+00,2.146999999999999797e+00
4.854199999999999626e+00,1.705000000000000071e+00
3.922600000000000087e+00,1.487000000000000099e+00
3.895399999999999974e+00,1.330000000000000071e+00
4.018200000000000216e+00,1.316999999999999948e+00
3.489599999999999813e+00,1.437999999999999945e+00
4.107099999999999973e+00,1.457999999999999963e+00
4.049999999999999822e+00,1.306999999999999940e+00
3.053300000000000125e+00,1.120999999999999996e+00
4.817000000000000171e+00,1.469999999999999973e+00
2.980300000000000171e+00,1.153999999999999915e+00
4.690199999999999925e+00,1.709999999999999964e+00
6.118500000000000050e+00,1.792000000000000037e+00
5.469999999999999751e+00,2.048000000000000043e+00
6.135900000000000354e+00,2.250000000000000000e+00
2.518299999999999983e+00,2.932999999999999829e+00
3.000000000000000000e+00,1.219000000000000083e+00
2.333299999999999930e+00,1.159999999999999920e+00
3.779599999999999849e+00,1.590000000000000080e+00
5.015900000000000247e+00,1.895999999999999908e+00
3.116099999999999870e+00,1.316000000000000059e+00
6.250300000000000189e+00,2.225000000000000089e+00
4.203100000000000058e+00,2.125000000000000000e+00
6.886899999999999800e+00,2.630999999999999783e+00
3.664499999999999869e+00,2.033999999999999808e+00
7.258200000000000429e+00,2.732000000000000206e+00
2.233000000000000096e+00,5.500000000000000444e-01
2.698100000000000165e+00,1.125000000000000000e+00
3.171100000000000030e+00,1.018999999999999906e+00
3.681700000000000195e+00,1.360999999999999988e+00
2.503499999999999837e+00,1.237000000000000099e+00
3.972700000000000120e+00,1.326999999999999957e+00
4.323500000000000121e+00,1.169000000000000039e+00
3.392599999999999838e+00,1.034000000000000030e+00
2.765200000000000102e+00,9.559999999999999609e-01
2.735599999999999810e+00,9.609999999999999654e-01
2.472199999999999953e+00,1.032999999999999918e+00
4.451900000000000190e+00,1.104999999999999982e+00
2.945199999999999818e+00,1.155999999999999917e+00
3.165399999999999991e+00,1.116000000000000103e+00
3.119400000000000173e+00,1.125000000000000000e+00
4.093799999999999883e+00,1.090999999999999970e+00
5.309999999999999609e+00,1.274999999999999911e+00
